"Date & Time","Sample ID","Sample Type","Gln","Glu","Gluc","Lac","NH4+","Na+","K+","Ca++","pH","PO2","PCO2","Osm","Total Density","Viable Density","Viability","Avg. Live Diameter","Total Live Count","Total Cell Count","Live Cell Std. Deviation","Cell Inspection Type","Pre-Dilution Multiplier","Cell Density Dilution","Valid Images","Exposure Time (msec)","Vessel ID","Batch ID","Cell Type","Vessel Temperature (°C)","Vessel Pressure (psi)","Sparging O2%","Chemistry Dilution Ratio","pH @ Temp","PCO2 @ Temp","PO2 @ Temp","O2 Saturation","CO2 Saturation","HCO3","Chemistry Flow Time","pH / Gas Flow Time","Cell Density Flow","Tray Location","Time In Tray","Sample Time","Operator",
"4/20/2026  8:59:37","3liter3-0420-2","all","","","","","","","","","7.255","139.8","","","","","","","","","","","10","","","","","","","37.0","0.0","20.9","","7.255","","139.8","94.0","","","","4.89","","","","4/20/2026  8:59:37","Flex2admin",
"4/20/2026  9:03:28","3liter2-0420","all","","","","","","","","","7.211","137.9","","","","","","","","","","","10","","","","","","","37.0","0.0","20.9","","7.211","","137.9","92.8","","","","4.82","","","","4/20/2026  9:03:28","Flex2admin",
"4/20/2026  9:14:28","3liter2-0420-cell count","all","","","","","","","","","","","","","47.711","46.468","97.4","22.75","2429","2494","2.31","StandardCHO","10","1:2","50","6.44","","","","37.0","0.0","20.9","","","","","","","","","","5.23","20","","4/20/2026  9:14:28","Flex2admin",
"4/20/2026  9:25:10","dasbox2-0420-2","all","","","","","","","","","7.233","138.6","","","","","","","","","","","10","","","","","","","37.0","0.0","20.9","","7.233","","138.6","93.2","","","","5.16","","","","4/20/2026  9:25:10","Flex2admin",
"4/20/2026  9:39:35","dasbox2-0420-3","all","","","","","","","","","7.089","129.1","","","","","","","","","","","10","","","","","","","37.0","0.0","20.9","","7.089","","129.1","86.8","","","","4.84","","","","4/20/2026  9:39:35","Flex2admin",
"4/20/2026  10:09:47","J033Flasks0420","all","","","","","","","","","","","","","14.443","14.118","97.7","22.51","738","755","2.38","StandardCHO","10","1:2","50","6.44","","","","37.0","0.0","20.9","","","","","","","","","","5.25","23","","4/20/2026  10:09:47","Flex2admin",
"4/21/2026  8:49:23","J033V2-0421-1PC","all","5.60","2.48","3.64","1.50","1.75","111.8","11.93","0.10","7.003","35.5","","312","21.238","20.955","98.7","22.80","2739","2776","2.61","StandardCHO","10","1:1","50","6.64","","","","37.0","0.0","20.9","1:1","7.003","","35.5","23.7","","","8.28","4.90","5.34","","","4/21/2026  8:49:23","Flex2admin",
"4/21/2026  9:01:22","J033V3-0421-1PC","all","5.46","2.49","3.57","1.56","1.78","111.7","11.80","0.10","6.989","37.7","","311","23.426","23.335","99.6","21.87","3050","3062","2.54","HEK293","10","1:1","50","7.32","","","","37.0","0.0","20.9","1:1","6.989","","37.7","25.2","","","8.31","4.94","5.28","","","4/21/2026  9:01:22","Flex2admin",
"4/21/2026  9:07:39","J033U2-0421-1PC","all","5.68","2.52","3.53","1.60","1.98","114.6","13.61","0.10","7.022","55.2","","318","24.046","23.893","99.4","22.06","3123","3143","2.91","HEK293","10","1:1","50","7.23","","","","37.0","0.0","20.9","1:1","7.022","","55.2","36.8","","","8.12","4.78","5.25","","","4/21/2026  9:07:39","Flex2admin",
"4/21/2026  9:13:52","J033U4-0421-1PC","all","5.80","2.36","4.02","1.25","1.85","135.8","13.27","0.09","7.191","56.9","","0","18.255","18.147","99.4","22.33","2372","2386","2.77","HEK293","10","1:1","50","7.32","","","","37.0","0.0","20.9","1:1","7.191","","56.9","37.9","","","7.91","4.84","5.42","","","4/21/2026  9:13:52","Flex2admin",
"4/21/2026  9:24:38","J033Z1-0421-1PC","all","5.70","2.44","3.85","1.24","1.70","112.5","11.81","0.10","","","","306","29.308","29.136","99.4","22.44","1523","1532","2.73","HEK293","10","1:2","50","7.23","","","","37.0","0.0","20.9","1:1","","","","","","","8.04","","5.52","2","","4/21/2026  9:24:38","Flex2admin",
"4/21/2026  9:30:37","J033Z2-0421-1PC","all","5.67","2.45","3.87","1.25","1.69","112.4","11.76","0.10","7.096","130.6","","309","22.861","22.746","99.5","22.27","1189","1195","2.39","HEK293","10","1:2","50","7.23","","","","37.0","0.0","20.9","1:1","7.096","","130.6","87.1","","","8.08","4.72","5.28","3","","4/21/2026  9:30:37","Flex2admin",
"4/21/2026  9:36:54","J033Z3-0421-1PC","all","5.67","2.45","3.89","1.27","1.69","112.5","11.77","0.10","7.131","139.6","","311","24.238","24.066","99.3","22.22","1258","1267","2.39","HEK293","10","1:2","50","7.23","","","","37.0","0.0","20.9","1:1","7.131","","139.6","93.2","","","7.99","4.71","5.28","4","","4/21/2026  9:36:54","Flex2admin",
"4/21/2026  9:43:27","J033Z4-0421-1PC","all","5.80","2.48","3.96","1.28","1.69","113.4","11.87","0.10","7.166","149.5","","312","22.727","22.497","99.0","22.42","1176","1188","2.62","HEK293","10","1:2","50","7.23","","","","37.0","0.0","20.9","1:1","7.166","","149.5","99.7","","","7.97","4.80","5.25","5","","4/21/2026  9:43:27","Flex2admin",
"4/21/2026  9:50:00","J033Z5-0421-1PC","all","5.75","2.48","3.94","1.28","1.71","114.3","11.91","0.10","7.194","152.7","","313","24.812","24.621","99.2","22.30","1287","1297","2.28","HEK293","10","1:2","50","7.23","","","","37.0","0.0","20.9","1:1","7.194","","152.7","100.0","","","8.18","4.76","5.26","6","","4/21/2026  9:50:00","Flex2admin",
"4/21/2026  9:56:32","J033Z6-0421-1PC","all","5.76","2.50","3.96","1.29","1.69","114.7","11.95","0.10","7.226","159.4","","315","23.205","22.861","98.5","22.31","1195","1213","2.54","HEK293","10","1:2","50","7.32","","","","37.0","0.0","20.9","1:1","7.226","","159.4","100.0","","","7.85","4.73","5.28","7","","4/21/2026  9:56:32","Flex2admin",
"4/21/2026  10:06:46","J033U2-0421-1PCa","all","5.38","2.34","3.30","1.67","2.00","128.3","13.20","0.10","6.512","12.3","","352","25.033","24.880","99.4","22.60","3252","3272","2.69","HEK293","10","1:1","50","7.03","","","","37.0","0.0","20.9","1:1","6.512","","12.3","8.2","","","8.17","4.87","5.31","","","4/21/2026  10:06:46","Flex2admin",
"4/22/2026  9:05:10","J033V2-0422-1PC","all","2.51","2.69","3.21","2.83","2.33","127.9","10.25","0.13","7.047","32.1","","376","20.512","18.645","90.9","26.26","2437","2681","3.21","HEK293","10","1:1","50","7.32","","","","37.0","0.0","20.9","1:1","7.047","","32.1","21.5","","","8.15","4.84","5.28","","","4/22/2026  9:05:10","Flex2admin",
"4/22/2026  9:16:49","J033V3-0422-1PC","all","2.23","2.83","2.71","3.11","2.05","131.5","10.09","0.13","7.058","0.0","","377","21.185","19.808","93.5","26.63","2589","2769","3.39","HEK293","10","1:1","50","7.32","","","","37.0","0.0","20.9","1:1","7.058","","0.0","0.0","","","7.90","4.86","5.30","","","4/22/2026  9:16:49","Flex2admin",
"4/22/2026  10:41:52","J033Z1-0422-1PC","all","2.97","2.65","4.40","1.47","2.57","112.5","10.38","0.14","","","","343","25.424","24.315","95.6","26.59","1271","1329","3.29","HEK293","10","1:2","50","7.23","","","","37.0","0.0","20.9","1:1","","","","","","","8.13","","5.26","10","","4/22/2026  10:41:52","Flex2admin",
"4/22/2026  10:47:55","J033Z2-0422-1PC","all","2.90","2.59","4.44","1.46","2.58","113.3","10.38","0.14","","","","340","25.750","24.850","96.5","26.62","1299","1346","3.28","HEK293","10","1:2","50","7.13","","","","37.0","0.0","20.9","1:1","","","","","","","8.01","","5.23","11","","4/22/2026  10:47:55","Flex2admin",
"4/22/2026  10:53:50","J033Z3-0422-1PC","all","2.95","2.65","4.53","1.48","2.62","114.5","10.60","0.14","","","","344","27.075","25.201","93.1","26.79","1291","1387","3.41","HEK293","10","1:2","49","7.13","","","","37.0","0.0","20.9","1:1","","","","","","","8.30","","5.26","12","","4/22/2026  10:53:50","Flex2admin",
"4/22/2026  10:59:45","J033Z4-0422-1PC","all","2.92","2.62","4.62","1.49","2.61","115.3","10.51","0.14","","","","345","30.283","28.868","95.3","26.65","1509","1583","3.18","HEK293","10","1:2","50","7.13","","","","37.0","0.0","20.9","1:1","","","","","","","7.96","","5.22","13","","4/22/2026  10:59:45","Flex2admin",
"4/22/2026  11:05:41","J033Z5-0422-1PC","all","2.93","2.64","4.54","1.49","2.60","114.5","10.47","0.14","","","","342","27.223","26.515","97.4","26.77","1386","1423","3.37","HEK293","10","1:2","50","7.13","","","","37.0","0.0","20.9","1:1","","","","","","","8.19","","5.26","14","","4/22/2026  11:05:41","Flex2admin",
"4/22/2026  11:11:46","J033Z6-0422-1PC","all","2.97","2.66","4.61","1.51","2.62","115.5","10.63","0.14","","","","344","29.748","28.428","95.6","26.95","1486","1555","3.66","HEK293","10","1:2","50","7.13","","","","37.0","0.0","20.9","1:1","","","","","","","8.01","","5.26","15","","4/22/2026  11:11:46","Flex2admin",
"4/22/2026  11:46:48","J033U2-0422-1PC","all","2.33","2.75","2.82","3.42","2.65","137.1","12.09","0.14","7.067","51.6","","393","24.008","22.095","92.0","26.70","2888","3138","3.27","HEK293","10","1:1","50","7.23","","","","37.0","0.0","20.9","1:1","7.067","","51.6","34.7","","","7.94","4.77","5.31","","","4/22/2026  11:46:48","Flex2admin",
"4/22/2026  11:55:54","J033U4-0422-1PC","all","2.79","2.60","3.16","2.42","2.71","135.3","11.99","0.13","7.125","59.6","","393","20.106","18.744","93.2","26.30","2450","2628","3.37","HEK293","10","1:1","50","7.23","","","","37.0","0.0","20.9","1:1","7.125","","59.6","40.1","","","8.18","4.77","5.26","","","4/22/2026  11:55:54","Flex2admin",
"4/22/2026  15:34:03","J033V3-0422-1PC2","all","2.10","2.75","2.46","3.31","2.05","132.4","9.89","0.14","7.038","9.2","","370","22.508","21.032","93.4","26.95","2749","2942","3.26","HEK293","10","1:1","50","7.32","","","","37.0","0.0","20.9","1:1","7.038","","9.2","6.2","","","7.99","4.82","5.25","","","4/22/2026  15:34:03","Flex2admin",
"4/22/2026  16:29:33","H01107-422-1PC","all","1.28","2.36","1.01","0.67","2.34","119.0","10.68","0.09","","","","","40.572","40.273","99.3","23.60","5264","5303","4.00","HEK293","10","1:1","50","7.52","","","","37.0","0.0","20.9","1:1","","","","","","","8.23","","5.39","","","4/22/2026  16:29:33","Flex2admin",
"4/22/2026  16:38:50","H01108-422-1PC","all","4.51","2.16","5.60","0.14","1.30","115.6","12.66","0.09","","","","","7.299","7.230","99.1","23.41","945","954","3.97","HEK293","10","1:1","50","7.23","","","","37.0","0.0","20.9","1:1","","","","","","","8.21","","5.23","","","4/22/2026  16:38:50","Flex2admin",
"4/23/2026  9:27:21","J033V2-0423-1PC","all","2.12","2.84","1.25","3.32","2.33","133.3","10.20","0.13","7.022","44.8","","368","20.473","18.499","90.4","27.75","2418","2676","3.97","HEK293","10","1:1","50","7.23","","","","37.0","0.0","20.9","1:1","7.022","","44.8","30.4","","","8.50","4.97","5.25","","","4/23/2026  9:27:21","Flex2admin",
"4/23/2026  9:33:08","J033U4-0423-1PC","all","2.20","2.81","1.19","2.95","2.61","135.9","11.88","0.13","7.084","62.9","","373","19.020","17.734","93.2","28.27","2318","2486","4.08","HEK293","10","1:1","50","7.23","","","","37.0","0.0","20.9","1:1","7.084","","62.9","42.7","","","8.25","4.82","5.31","","","4/23/2026  9:33:08","Flex2admin",
"4/23/2026  9:41:31","J033V3-0423-1PC","all","2.04","2.83","1.88","3.32","2.64","134.1","10.82","0.13","6.877","127.2","","367","21.399","18.668","87.2","26.79","2440","2797","4.13","HEK293","10","1:1","50","7.13","","","","37.0","0.0","20.9","1:1","6.877","","127.2","86.4","","","8.15","4.86","5.33","","","4/23/2026  9:41:31","Flex2admin",
"4/23/2026  9:48:40","J033U2-0423-1PC","all","2.08","2.84","1.21","3.47","2.56","135.9","12.28","0.13","7.118","69.2","","379","21.269","19.708","92.7","27.67","2576","2780","4.04","HEK293","10","1:1","50","7.13","","","","37.0","0.0","20.9","1:1","7.118","","69.2","47.0","","","8.50","4.78","5.28","","","4/23/2026  9:48:40","Flex2admin",
"4/23/2026  9:55:47","J033Z1-0423-1PC","all","2.31","2.78","2.96","1.71","3.23","116.3","10.59","0.14","","","","328","29.633","25.310","85.4","27.53","1323","1549","3.56","HEK293","10","1:2","50","7.23","","","","37.0","0.0","20.9","1:1","","","","","","","8.26","","5.28","21","","4/23/2026  9:55:47","Flex2admin",
"4/23/2026  10:03:43","J033Z2-0423-1PC","all","2.34","2.71","3.05","1.73","3.23","117.4","10.56","0.14","","","","331","30.843","26.880","87.2","27.68","1377","1580","3.81","HEK293","10","1:2","49","7.23","","","","37.0","0.0","20.9","1:1","","","","","","","8.14","","5.25","22","","4/23/2026  10:03:43","Flex2admin",
"4/23/2026  10:09:37","J033Z3-0423-1PC","all","2.32","2.76","3.19","1.61","3.16","116.5","10.55","0.14","","","","332","29.863","25.539","85.5","27.89","1335","1561","3.97","HEK293","10","1:2","50","7.13","","","","37.0","0.0","20.9","1:1","","","","","","","8.23","","5.28","23","","4/23/2026  10:09:37","Flex2admin",
"4/23/2026  10:15:33","J033Z4-0423-1PC","all","2.30","2.81","3.21","1.79","3.21","118.4","10.77","0.15","","","","335","31.412","24.908","79.3","27.42","1302","1642","3.93","HEK293","10","1:2","50","7.13","","","","37.0","0.0","20.9","1:1","","","","","","","8.26","","5.25","24","","4/23/2026  10:15:33","Flex2admin",
"4/23/2026  10:21:28","J033Z5-0423-1PC","all","2.36","2.78","3.10","1.74","3.17","118.2","10.67","0.14","","","","334","32.311","26.763","82.8","27.49","1399","1689","3.82","HEK293","10","1:2","50","7.13","","","","37.0","0.0","20.9","1:1","","","","","","","8.23","","5.28","1","","4/23/2026  10:21:28","Flex2admin",
"4/23/2026  10:27:33","J033Z6-0423-1PC","all","2.39","2.77","3.16","1.73","3.17","117.8","10.69","0.14","","","","331","31.163","25.405","81.5","27.82","1328","1629","3.94","HEK293","10","1:2","50","7.23","","","","37.0","0.0","20.9","1:1","","","","","","","8.30","","5.26","2","","4/23/2026  10:27:33","Flex2admin",
